"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-12-24,4,2017-01-21,1.93965216197021,0.01,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.03683600390632,0.025,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.34228888962797,0.05,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.52330259656623,0.1,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.75503997964289,0.15,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.88805303613626,0.2,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.93512427772688,0.25,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.12195068562732,0.3,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.19368864502511,0.35,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.33573624052286,0.4,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.50049304837186,0.45,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.58304994363295,0.5,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.76285314499368,0.55,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.81475014526302,0.6,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.89480907674589,0.65,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.97268224016624,0.7,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,4.02488652989025,0.75,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,4.20977282487734,0.8,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,4.31595646941351,0.85,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,4.66607769907098,0.9,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,4.93469859479694,0.95,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,5.35830473142332,0.975,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,6.09372836257766,0.99,"ili perc","quantile"
