"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-03-25,4,2017-04-22,1.1352374541223,0.01,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,1.17802630230999,0.025,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,1.35547267636235,0.05,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,1.5347716941737,0.1,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,1.78556598497494,0.15,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,1.83589336704695,0.2,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,1.97305736680199,0.25,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.02395562208202,0.3,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.09792242984578,0.35,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.20845943891934,0.4,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.27388651963494,0.45,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.39619479045965,0.5,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.46271516230897,0.55,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.49121469478786,0.6,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.58961511575394,0.65,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.6907756155514,0.7,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.76329504518062,0.75,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.85335762395358,0.8,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.98795073508233,0.85,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,3.16584663987498,0.9,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,3.62846230848729,0.95,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,4.12065696475494,0.975,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,5.97442410766707,0.99,"ili perc","quantile"
