"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-01-28,4,2017-02-25,1.92898042141296,0.01,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.19169730067278,0.025,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.35046063087847,0.05,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.5728865754873,0.1,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.86171037021866,0.15,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.97244867659902,0.2,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.06718851450003,0.25,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.13308529463438,0.3,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.21969116625286,0.35,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.31029981959625,0.4,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.35050760285663,0.45,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.48263775149198,0.5,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.55765042242097,0.55,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.65530678062409,0.6,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.71939339086882,0.65,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.85297003112447,0.7,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.07407140007966,0.75,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.21198606103713,0.8,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.36324703356593,0.85,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.79479172799789,0.9,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,5.04109456886075,0.95,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,5.51905353492843,0.975,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,5.73076616629904,0.99,"ili perc","quantile"
