"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-12-03,4,2016-12-31,0.92026027968281,0.01,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.1738998091516,0.025,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.31203953967799,0.05,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.5864304479375,0.1,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.68048870909855,0.15,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.7583033735418,0.2,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.84032008603359,0.25,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.89937085481719,0.3,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.94782679383816,0.35,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.00924173993344,0.4,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.09801194103542,0.45,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.1680332245328,0.5,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.24638589509301,0.55,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.35016180479976,0.6,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.53465899294298,0.65,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.68786548278702,0.7,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.8303402304219,0.75,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.00239248594099,0.8,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.10495882160744,0.85,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.27859411041414,0.9,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.50733055643013,0.95,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.54976462350389,0.975,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.91636651341192,0.99,"ili perc","quantile"
