"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-02-11,4,2017-03-11,2.75690787628429,0.01,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,2.86018555743938,0.025,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,3.22896712526689,0.05,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,3.4276532931369,0.1,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,3.66844921989661,0.15,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,3.75831877641999,0.2,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,3.89567031098754,0.25,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,3.96538124880019,0.3,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.13641627043766,0.35,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.22068495535423,0.4,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.3173254862673,0.45,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.42345670126909,0.5,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.52219083865149,0.55,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.67938306815078,0.6,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.84445514032297,0.65,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,4.95204988292936,0.7,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.03489307121865,0.75,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.21321584692994,0.8,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.52741935649187,0.85,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,5.86302149761503,0.9,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,6.16928131228785,0.95,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,6.97324989783065,0.975,"ili perc","quantile"
"US National",2017-02-11,4,2017-03-11,7.66121654011513,0.99,"ili perc","quantile"
