"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-10-22,4,2016-11-19,0.809822973329665,0.01,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,0.866992438670906,0.025,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.03949098323568,0.05,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.09157640197605,0.1,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.17011352535275,0.15,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.2750111386774,0.2,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.33194443675526,0.25,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.38777906840139,0.3,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.4537155970201,0.35,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.52004519142265,0.4,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.5523312702312,0.45,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.6115981463283,0.5,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.65267286492387,0.55,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.73874551068806,0.6,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.78843994551101,0.65,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.91844321295843,0.7,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.94230182303677,0.75,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.01876852888137,0.8,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.12354965037589,0.85,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.31427851087489,0.9,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.41301916989239,0.95,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.57693428340525,0.975,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.61001967752162,0.99,"ili perc","quantile"
