"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-11-12,4,2016-12-10,0.881497876316754,0.01,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.03950678406027,0.025,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.16628328428473,0.05,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.27237523954275,0.1,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.38336850004131,0.15,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.46384998148732,0.2,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.5354519044853,0.25,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.60708707207116,0.3,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.68864659143424,0.35,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.76160181521298,0.4,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.84117013481357,0.45,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.88652548904478,0.5,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.91692321561756,0.55,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,1.97751151546614,0.6,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.08304231953709,0.65,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.17523805536706,0.7,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.27850400265633,0.75,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.35407414711274,0.8,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.44861224865179,0.85,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.59205614498437,0.9,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,2.92441846899939,0.95,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,3.22503560148039,0.975,"ili perc","quantile"
"US National",2016-11-12,4,2016-12-10,3.64519841867668,0.99,"ili perc","quantile"
