"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-01-21,4,2017-02-18,1.82860413133939,0.01,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.1513852821084,0.025,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.3558124037427,0.05,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.5836246295281,0.1,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.71392229907892,0.15,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.91778809717491,0.2,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,2.9756397101883,0.25,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.09280714194778,0.3,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.16083141167946,0.35,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.22168533225511,0.4,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.39393394758124,0.45,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.52700877473506,0.5,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.6650110555466,0.55,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.85225795221794,0.6,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,3.94912235115092,0.65,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.08437126575085,0.7,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.19889272612777,0.75,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.30072112942648,0.8,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.39214764077669,0.85,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.61464037726332,0.9,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,4.92349948711611,0.95,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,5.29945887991717,0.975,"ili perc","quantile"
"US National",2017-01-21,4,2017-02-18,5.68184611730385,0.99,"ili perc","quantile"
