"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-01-07,4,2017-02-04,1.41050136288486,0.01,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.09664591050521,0.025,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.2798411383923,0.05,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.3979700840279,0.1,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.53738583631902,0.15,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.71099358815424,0.2,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.76380114078015,0.25,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.82942419388891,0.3,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.88384729056791,0.35,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,2.9841141330148,0.4,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,3.04270872954083,0.45,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,3.11686410137007,0.5,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,3.19815653240271,0.55,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,3.27620195312027,0.6,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,3.47203273439835,0.65,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,3.63723631316012,0.7,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,3.85783100267215,0.75,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,4.12125120055232,0.8,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,4.25844639166144,0.85,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,4.37136677028105,0.9,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,4.75179038345683,0.95,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,5.23553535940515,0.975,"ili perc","quantile"
"US National",2017-01-07,4,2017-02-04,5.99387880831535,0.99,"ili perc","quantile"
