"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-12-17,4,2017-01-14,1.40075768565763,0.01,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,1.47085114010024,0.025,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,1.67252075435278,0.05,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,1.9246076199283,0.1,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,2.06424315110448,0.15,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,2.18221122912672,0.2,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,2.32464090219866,0.25,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,2.52774499660268,0.3,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,2.64084083852989,0.35,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,2.70562984345976,0.4,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,2.8015697364848,0.45,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,2.90817998971368,0.5,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,3.00008627334796,0.55,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,3.05882948720411,0.6,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,3.17863277096754,0.65,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,3.22240896445289,0.7,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,3.35423628795955,0.75,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,3.51866673265421,0.8,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,3.54803381660522,0.85,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,3.772164647323,0.9,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,4.18425328673503,0.95,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,4.5687471205982,0.975,"ili perc","quantile"
"US National",2016-12-17,4,2017-01-14,4.95222004800471,0.99,"ili perc","quantile"
