"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-11-19,4,2016-12-17,0.946339101635168,0.01,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.1113338594233,0.025,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.1158647413293,0.05,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.41200066360333,0.1,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.54640968787596,0.15,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.63504291672447,0.2,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.73643813253573,0.25,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.78776678735529,0.3,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.85669488193773,0.35,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.92878201356425,0.4,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,1.99758569738611,0.45,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.02280371392025,0.5,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.07543021271938,0.55,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.10010803063756,0.6,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.1404942758244,0.65,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.23523028973274,0.7,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.30921150438267,0.75,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.36103169653769,0.8,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.43503320840479,0.85,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.63265116948679,0.9,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.83528129383781,0.95,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,2.95966490181207,0.975,"ili perc","quantile"
"US National",2016-11-19,4,2016-12-17,3.09568106869321,0.99,"ili perc","quantile"
