"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-04-22,4,2017-05-20,0.671636363608198,0.01,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,0.744093863977153,0.025,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,0.804303448708662,0.05,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,0.88639190306503,0.1,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,0.980277728670301,0.15,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.07194342238077,0.2,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.12226898139389,0.25,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.17867741113656,0.3,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.22117826963655,0.35,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.29941274977941,0.4,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.35276012189263,0.45,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.37617889641616,0.5,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.42291487085219,0.55,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.46934486631303,0.6,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.49877930162205,0.65,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.54996381056921,0.7,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.61236278166248,0.75,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.71068365918887,0.8,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.76598003876732,0.85,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,1.90185190253884,0.9,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,2.11955990144439,0.95,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,2.20753146251512,0.975,"ili perc","quantile"
"US National",2017-04-22,4,2017-05-20,2.64235465017349,0.99,"ili perc","quantile"
