"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-03-18,4,2017-04-15,1.16141861410325,0.01,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,1.18699106794408,0.025,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,1.30306874955155,0.05,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,1.64110775959005,0.1,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,1.6971380728899,0.15,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,1.86242206770839,0.2,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,1.91198390576191,0.25,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,1.95166136688338,0.3,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,1.98151359999263,0.35,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.04129207163845,0.4,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.07674261266032,0.45,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.19999340275835,0.5,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.26060466377316,0.55,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.33211117750725,0.6,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.43629399746876,0.65,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.55840876597189,0.7,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.59950358528244,0.75,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,2.86050737447125,0.8,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,3.04269877134098,0.85,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,3.37984124183203,0.9,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,3.52953968401127,0.95,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,3.75138464294733,0.975,"ili perc","quantile"
"US National",2017-03-18,4,2017-04-15,3.93219853420021,0.99,"ili perc","quantile"
