"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-04-29,4,2017-05-27,0.319121880132933,0.01,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,0.509156762764378,0.025,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,0.693725989465395,0.05,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,0.888901208317819,0.1,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,0.935687854606722,0.15,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.03195397171489,0.2,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.05602218924883,0.25,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.107779328083,0.3,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.17277071995123,0.35,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.20223478021118,0.4,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.26560448014171,0.45,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.35146815532681,0.5,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.37868549681466,0.55,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.41254863751603,0.6,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.44174528501376,0.65,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.48189631686599,0.7,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.54793881765526,0.75,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.60673787667359,0.8,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.67713115527346,0.85,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.7391393810925,0.9,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,1.95573045774735,0.95,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,2.11536801841102,0.975,"ili perc","quantile"
"US National",2017-04-29,4,2017-05-27,2.44071834811111,0.99,"ili perc","quantile"
