"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-02-25,4,2017-03-25,2.04394286590109,0.01,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,2.12645343327402,0.025,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,2.31315825786839,0.05,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,2.5681531105794,0.1,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,2.74048190433265,0.15,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,2.85778942074615,0.2,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,2.92742582979423,0.25,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,2.95757562887725,0.3,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.01384807085894,0.35,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.17111960216743,0.4,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.23442711167313,0.45,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.32613282854438,0.5,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.43583956532795,0.55,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.47952655347294,0.6,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.63195488385536,0.65,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.78689473511316,0.7,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.86658845385412,0.75,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,3.95417712490624,0.8,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,4.02199670737551,0.85,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,4.20143084248168,0.9,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,4.56358689891253,0.95,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,5.5869046535099,0.975,"ili perc","quantile"
"US National",2017-02-25,4,2017-03-25,6.05330938336916,0.99,"ili perc","quantile"
