"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-02-18,4,2017-03-18,1.49717126047595,0.01,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.17605709073422,0.025,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.46767156007149,0.05,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.95940291696976,0.1,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.09616360115427,0.15,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.23689037055794,0.2,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.45170512706413,0.25,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.52357140238511,0.3,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.629533069788,0.35,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.66911640089556,0.4,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.83014653065161,0.45,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.9131782598072,0.5,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.11645812459041,0.55,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.21582770575728,0.6,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.25572521753847,0.65,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.3999124759378,0.7,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.50968545343477,0.75,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.64160405210092,0.8,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.74702824250355,0.85,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.9699814169565,0.9,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,5.17472601815685,0.95,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,5.48783162698532,0.975,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,6.27744694080043,0.99,"ili perc","quantile"
