"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-05-06,4,2017-06-03,0.599034206792633,0.01,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,0.624066775426695,0.025,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,0.65457664587379,0.05,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,0.74930659941623,0.1,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,0.79196939351558,0.15,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,0.865288141745793,0.2,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,0.975675748595126,0.25,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.03151949021048,0.3,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.06362536160562,0.35,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.10324959401884,0.4,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.14473556590842,0.45,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.23938154107681,0.5,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.2960244727567,0.55,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.32366399618272,0.6,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.38066782382937,0.65,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.44767944370638,0.7,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.48485798628884,0.75,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.55307372802003,0.8,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.61156955347282,0.85,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.72743916464516,0.9,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.89637767801233,0.95,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,1.99243702912507,0.975,"ili perc","quantile"
"US National",2017-05-06,4,2017-06-03,2.02592741162959,0.99,"ili perc","quantile"
