"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-04-08,4,2017-05-06,0.841230407043728,0.01,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.04988333732855,0.025,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.14491316254628,0.05,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.24840342385269,0.1,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.3554074646628,0.15,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.44666406706675,0.2,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.49495167062735,0.25,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.53450944068059,0.3,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.56125022979104,0.35,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.62127424067204,0.4,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.64595052687446,0.45,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.78734869244351,0.5,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.81131129338508,0.55,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.85293692361943,0.6,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.88494576777237,0.65,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,1.93736550908293,0.7,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,2.015840640426,0.75,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,2.05221833457564,0.8,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,2.16571586494738,0.85,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,2.39924948964628,0.9,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,2.62714233784711,0.95,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,2.95583644921264,0.975,"ili perc","quantile"
"US National",2017-04-08,4,2017-05-06,3.23300245191457,0.99,"ili perc","quantile"
