"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-12-10,4,2017-01-07,1.27695006896136,0.01,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,1.31156817207278,0.025,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,1.54102325542474,0.05,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,1.7025372311653,0.1,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,1.86207292914944,0.15,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,1.93436526208376,0.2,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.00109235676878,0.25,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.06888515128434,0.3,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.19223106863212,0.35,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.29285222575786,0.4,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.38306685132773,0.45,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.40882685529619,0.5,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.50782766431173,0.55,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.5419118365774,0.6,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.5918106910589,0.65,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.67913327247525,0.7,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.81709144196119,0.75,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,2.93065759644678,0.8,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,3.04588695322493,0.85,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,3.14955897866213,0.9,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,3.46278780178287,0.95,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,4.4649954646588,0.975,"ili perc","quantile"
"US National",2016-12-10,4,2017-01-07,6.03177816023301,0.99,"ili perc","quantile"
