"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-11-26,4,2016-12-24,1.39244129927376,0.01,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.4903829675224,0.025,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.65715845994381,0.05,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.78390852804048,0.1,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.89644206970431,0.15,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.01650082419973,0.2,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.07840749125226,0.25,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.2162864467371,0.3,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.28061716271993,0.35,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.37167258532344,0.4,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.48938736702994,0.45,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.54428841841565,0.5,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.57577555871097,0.55,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.62285467903226,0.6,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.69711229375655,0.65,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.72367911172833,0.7,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.87842316196869,0.75,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.95653248369987,0.8,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,3.10713640794662,0.85,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,3.24178189638139,0.9,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,3.35617888871323,0.95,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,3.52402483976944,0.975,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,3.76998989483425,0.99,"ili perc","quantile"
