"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-12-31,4,2017-01-28,2.42390104957457,0.01,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,2.58419331048984,0.025,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,2.75287360139125,0.05,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,2.88297774054939,0.1,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,2.97857897095446,0.15,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,3.20853846304313,0.2,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,3.38366173488853,0.25,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,3.48721082818228,0.3,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,3.66142835640227,0.35,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,3.77305114594704,0.4,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,3.91713278174878,0.45,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,4.09070678700931,0.5,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,4.2724569069596,0.55,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,4.38316827705629,0.6,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,4.4290637904,0.65,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,4.49867946885504,0.7,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,4.64297281181515,0.75,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,4.73923567965066,0.8,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,5.10468131353028,0.85,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,5.35235916612202,0.9,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,5.78589077782588,0.95,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,6.35489010509518,0.975,"ili perc","quantile"
"US National",2016-12-31,4,2017-01-28,6.6053947979907,0.99,"ili perc","quantile"
