"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-03-11,4,2017-04-08,1.45670229837415,0.01,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,1.51953023241817,0.025,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,1.56745618891631,0.05,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,1.69171279496247,0.1,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,1.82425866138466,0.15,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,1.92286748142246,0.2,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.0771386260745,0.25,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.15238042944335,0.3,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.21407267185704,0.35,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.25507693135856,0.4,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.3050458823492,0.45,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.41213952048932,0.5,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.51838746197487,0.55,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.5953774167288,0.6,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.63857632357656,0.65,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.76293515072062,0.7,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.84856245354639,0.75,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.10158751618391,0.8,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.2686208204829,0.85,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.36345775208997,0.9,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.56836326496006,0.95,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.84136908882783,0.975,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.96578724546061,0.99,"ili perc","quantile"
